Input Title,Input Year,Country 1,Country 2,Country 3,Country 4,Language 1,Language 2,Language 3,Language 4,Lang 1,Lang 2,Lang 3,Lang 4,Output Title (for verification),Output Release Date (for verification)
"Romance do Vaqueiro Voador",2008,,,,,,,,,,,,,"Uma Professora Muito Maluquinha",2011-10-07
"Tropicália",2012,,,,,,,,,,,,,"Tropicália",2013-07-07
"Juventude (1949) (Re)",2008,,,,,,,,,,,,,"Tropicália",2013-07-07
"O Signo da Cidade",2008,,,,,Português,,,,pt,,,,"O Signo da Cidade",2007-09-29
"Muita Calma Nessa Hora",2010,Brazil,,,,Português,,,,pt,,,,"Muita Calma Nessa Hora",2010-12-20
"Brownian Movement",2012,Netherlands,,,,English,Français,,,en,fr,,,"Brownian Movement",2010-09-09
"Reis e Ratos",2012,Brazil,,,,,,,,,,,,"Reis e Ratos",2012-02-17
"Tempos de Paz (Time of Peace)",2009,,,,,,,,,,,,,"Reis e Ratos",2012-02-17
"Astro, uma fábula urbana em um Rio de janeiro mágico",2012,,,,,,,,,,,,,"Reis e Ratos",2012-02-17
"Encarnação do Demônio",2008,Brazil,,,,Português,,,,pt,,,,"Encarnação do Demônio",2008-08-08
"Billi Pig",2012,Brazil,,,,Português,,,,pt,,,,"Billi Pig",2012-03-02
"Palavra (en)cantada (Enchanted Word)",2009,,,,,,,,,,,,,"Billi Pig",2012-03-02
"Circular",2012,Brazil,,,,Português,Español,,,pt,es,,,"Circular",2011-01-01
"Menos que nada",2012,,,,,,,,,,,,,"Menos que Nada",2012-07-13
"No Olho Da Rua (Dismissed)",2011,,,,,,,,,,,,,"Menos que Nada",2012-07-13
"Pequenas Histórias",2008,Brazil,,,,Português,,,,pt,,,,"Pequenas Histórias",2007-09-22
"Sudoeste (Southwest)",2012,,,,,Português,,,,pt,,,,"Sudoeste",2011-10-13
"Dias e Noites",2008,United States of America,France,United Kingdom,,English,,,,en,,,,"40 Days and 40 Nights",2002-03-01
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"40 Days and 40 Nights",2002-03-01
"O Aborto dos Outros",2008,,,,,,,,,,,,,"O Aborto dos Outros",
"Do Começo ao Fim (From Beginning to End)",2009,Brazil,,,,Português,,,,pt,,,,"Do Começo ao Fim",2010-05-26
"Destiny Road",2012,United States of America,,,,English,,,,en,,,,"Destiny Road",2012-11-02
"Mostra Panorama Do Cinema",2008,,,,,,,,,,,,,"Destiny Road",2012-11-02
"5X Pacificacao",2012,,,,,,,,,,,,,"Destiny Road",2012-11-02
"Brichos II",2012,,,,,,,,,,,,,"Destiny Road",2012-11-02
"O Homem Que Não Dormia",2012,,,,,Português,,,,pt,,,,"O Homem Que Não Dormia",2012-04-27
"Mulheres Sexo Verdades Mentiras",2008,Brazil,,,,Português,,,,pt,,,,"Mulheres Sexo Verdades Mentiras",2008-01-11
"OS Contos De Canterbury",2009,,,,,,,,,,,,,"Mulheres Sexo Verdades Mentiras",2008-01-11
"Quiem Se Importa? (Who Cares?)",2012,,,,,,,,,,,,,"Mulheres Sexo Verdades Mentiras",2008-01-11
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Mulheres Sexo Verdades Mentiras",2008-01-11
"Federals",2010,,,,,,,,,,,,,"Mulheres Sexo Verdades Mentiras",2008-01-11
"Estamos Juntos (We Are Together)",2011,,,,,,,,,,,,,"Mulheres Sexo Verdades Mentiras",2008-01-11
"Heleno",2012,Brazil,,,,Português,,,,pt,,,,"Heleno",2012-03-29
"Virando bicho",2012,,,,,,,,,,,,,"Heleno",2012-03-29
"Corações Sujos (Dirty Hearts)",2012,,,,,,,,,,,,,"Corações Sujos",2012-07-21
"5 Frações de Uma Quase História",2008,,,,,,,,,,,,,"5 Frações de Uma Quase História",
"Apnea",2012,Italy,,,,Italiano,,,,it,,,,"Apnea",2007-02-16
"High School Musical: O Desafio",2010,,,,,,,,,,,,,"Apnea",2007-02-16
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Apnea",2007-02-16
"Pindorama a Verdadeira Historia Dos 7",2008,,,,,,,,,,,,,"Apnea",2007-02-16
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Apnea",2007-02-16
"Otavio e as Letras",2008,,,,,,,,,,,,,"Apnea",2007-02-16
"Titas - A Vida Ate Parece uma festa",2009,Brazil,,,,Português,,,,pt,,,,"Titãs - A Vida Até Parece uma Festa",2009-01-16
"Marighella",2012,,,,,Português,,,,pt,,,,"Marighella",2012-06-12
"Brasil Animado",2011,,,,,,,,,,,,,"Brasil Animado",2011-01-21
"O Mistério do Samba",2008,Brazil,,,,Português,,,,pt,,,,"O Mistério do Samba",2008-08-28
"Ainda Orangotangos",2008,Brazil,,,,Português,,,,pt,,,,"Ainda Orangotangos",2007-06-27
"Era Uma Vez...",2008,Brazil,,,,Português,,,,pt,,,,"Era Uma Vez...",2008-07-25
"Soberano 2: A Heroica Conquista Do Mundial De 2005",2012,,,,,,,,,,,,,"Era Uma Vez...",2008-07-25
"Eu e Meu Guarda-Chuv (Me and My Umbrella)",2010,,,,,,,,,,,,,"Era Uma Vez...",2008-07-25
"Olhos azuis",2010,,,,,,,,,,,,,"Olhos azuis",2010-05-28
"Peixonauta",2012,,,,,,,,,,,,,"Olhos azuis",2010-05-28
"A Febre do Rato",2012,,,,,,,,,,,,,"Olhos azuis",2010-05-28
"Um homem qualquer",2012,,,,,,,,,,,,,"Olhos azuis",2010-05-28
"Like Water",2012,United States of America,,,,English,Português,,,en,pt,,,"Like Water",2012-06-01
"Sonhos Roubados",2010,Brazil,,,,Português,,,,pt,,,,"Sonhos Roubados",2009-09-25
"Falsa Loura",2008,Brazil,,,,Português,,,,pt,,,,"Falsa Loura",2007-11-24
"Nossa Vida Não Cabe Num Opala",2008,Brazil,,,,Português,,,,pt,,,,"Nossa Vida Não Cabe Num Opala",2008-08-15
"Garoto Cosmico",2008,,,,,,,,,,,,,"Nossa Vida Não Cabe Num Opala",2008-08-15
"VIPs",2011,Brazil,,,,Português,,,,pt,,,,"VIPs",2011-03-25
"Cidade de Dues (City of God)",2009,,,,,,,,,,,,,"VIPs",2011-03-25
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"VIPs",2011-03-25
"Opera - Orfeu E Euridice",2009,,,,,,,,,,,,,"VIPs",2011-03-25
"O Diário de Tati",2012,,,,,,,,,,,,,"O Diário de Tati",2012-08-24
"Cabeça a prêmio",2010,,,,,,,,,,,,,"Cabeça a Prêmio",2010-08-20
"Panair do Brasil",2008,,,,,,,,,,,,,"Cabeça a Prêmio",2010-08-20
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Cabeça a Prêmio",2010-08-20
"Feliz Natal",2008,Brazil,,,,Português,,,,pt,,,,"Feliz Natal",2008-11-21
"O Palhaço",2011,Brazil,,,,Português,,,,pt,,,,"O Palhaço",2011-10-28
"De Pernas pro Ar",2010,Brazil,,,,Português,,,,pt,,,,"De Pernas Pro Ar",2010-12-31
"Curitiba Zero Grau",2012,,,,,,,,,,,,,"Curitiba Zero Grau",2012-09-04
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Curitiba Zero Grau",2012-09-04
"Inútil",2009,,,,,,,,,,,,,"Curitiba Zero Grau",2012-09-04
"Cilada.com (Trap.com)",2011,Brazil,,,,Português,,,,pt,,,,"Cilada.com",2011-07-08
"O Guerreiro Didi e a Ninja Lili",2008,Brazil,,,,Português,,,,pt,,,,"O Guerreiro Didi e a Ninja Lili",2008-06-20
"Some Like It Hot (2012 re-release)",2012,,,,,,,,,,,,,"O Guerreiro Didi e a Ninja Lili",2008-06-20
"The Neighbor",2008,,,,,,,,,,,,,"The Neighbor",1993-11-03
"Não Se Preocupe. Nada Vai Dar Certo",2011,Brazil,,,,Português,,,,pt,,,,"Não Se Preocupe, Nada Vai Dar Certo",2011-07-22
"Os Normais 2 - A Noite Mais Maluca de Todas",2009,Brazil,,,,Português,,,,pt,,,,"Os Normais 2 - A Noite Mais Maluca de Todas",2009-08-28
"As Mães de Chico Xavier",2011,Brazil,,,,Português,,,,pt,,,,"As Maes de Chico Xavier",2011-04-01
"Jean Charles",2009,Brazil,United Kingdom,,,English,Português,,,en,pt,,,"Jean Charles",2009-06-26
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Jean Charles",2009-06-26
"1959, O Ano Em Que O Mundo Descobriu...",2008,,,,,,,,,,,,,"Jean Charles",2009-06-26
"Devacao",2008,,,,,,,,,,,,,"Jean Charles",2009-06-26
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Jean Charles",2009-06-26
"Gloria Ao Cineasta",2009,,,,,,,,,,,,,"Jean Charles",2009-06-26
"Argus Montenegro & A Instabilidade Do Tempo Forte",2012,,,,,,,,,,,,,"Jean Charles",2009-06-26
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2012,Brazil,,,,Português,,,,pt,,,,"Tropa de Elite 2",2010-10-08
"Chico Xavier",2010,,,,,Português,,,,pt,,,,"Chico Xavier",2010-04-02
"Meu Nome É Dindi",2008,,,,,Português,,,,pt,,,,"Meu nome é Dindi",2008-11-07
"Raul - O Início, o Fim e o Meio",2012,Brazil,,,,Português,,,,pt,,,,"Raul - O Início, o Fim e o Meio",2012-03-23
"Barry E A Banda De Minhocas",2009,,,,,,,,,,,,,"Raul - O Início, o Fim e o Meio",2012-03-23
"À Beira do Caminho",2012,,,,,,,,,,,,,"A Beira do Caminho",2012-08-10
"Dia de Preto",2012,Brazil,,,,Português,,,,pt,,,,"Dia de Preto",2012-11-23
"Anabazys",2009,,,,,,,,,,,,,"Dia de Preto",2012-11-23
"O Céu Sobre os Ombros",2011,Brazil,,,,Português,,,,pt,,,,"O Céu Sobre os Ombros",2011-11-18
"Malu de Bicicleta",2011,,,,,,,,,,,,,"Malu de Bicicleta",2010-01-01
"Os 3 (We 3)",2011,,,,,,,,,,,,,"Os 3 Porquinhos - Rexmore",
"Bodas de papel",2008,,,,,,,,,,,,,"Os 3 Porquinhos - Rexmore",
"Marcelo Yuka no Caminho das Setas (Marcelo Yuka: Follow the Signs)",2012,Brazil,,,,Português,,,,pt,,,,"Marcelo Yuka no caminho das setas",
"O Homem do Futuro",2011,Brazil,,,,Português,,,,pt,,,,"O Homem do Futuro",2011-09-02
"Prova De Artista (Proof of Artist)",2011,,,,,,,,,,,,,"O Homem do Futuro",2011-09-02
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"O Homem do Futuro",2011-09-02
"Se Eu Fosse Você 2 (If I Were You 2)",2009,Brazil,,,,Português,,,,pt,,,,"Se Eu Fosse Você 2",2009-02-01
"Filme Dos Espiritos (The Film of the Spirits)",2011,,,,,,,,,,,,,"Se Eu Fosse Você 2",2009-02-01
"E Aí... Comeu?",2012,,,,,,,,,,,,,"Se Eu Fosse Você 2",2009-02-01
"Branca de Neve",2008,Portugal,,,,Português,,,,pt,,,,"Branca de Neve",2000-01-01
"A Casa da Mãe Joana",2008,Brazil,,,,Português,,,,pt,,,,"A Casa da Mãe Joana",2008-09-19
"Blanche-Neige, la suite",2008,France,,,,Français,English,,,fr,en,,,"Blanche-Neige, la suite",2007-01-31
"Musicagem",2008,,,,,,,,,,,,,"Blanche-Neige, la suite",2007-01-31
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2010,Brazil,,,,Português,,,,pt,,,,"Tropa de Elite 2",2010-10-08
"O Contestado - Restos Mortais",2012,,,,,,,,,,,,,"Tropa de Elite 2",2010-10-08
"O Tempo E O Lugar",2008,,,,,,,,,,,,,"Tropa de Elite 2",2010-10-08
"Assalto Ao Banco Central",2011,Brazil,,,,Português,,,,pt,,,,"Assalto ao Banco Central",2011-07-22
"Segurança Nacional",2010,Brazil,,,,Português,,,,pt,,,,"Segurança Nacional",2010-01-01
"Fumando Espero (Smoking I Wait)",2009,,,,,,,,,,,,,"Segurança Nacional",2010-01-01
"Antes Que o Mundo Acabe",2010,,,,,,,,,,,,,"Antes Que o Mundo Acabe",2010-08-20
"Boca Do lixo",2012,Brazil,,,,Português,,,,pt,,,,"Boca do Lixo",2010-10-03
"Lower City (Cidade Baixa)",2006,Brazil,,,,Português,Español,English,,pt,es,en,,"Cidade Baixa",2005-05-16
"Licao De Amor",2009,,,,,,,,,,,,,"Cidade Baixa",2005-05-16
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Cidade Baixa",2005-05-16
"Romance De Formacao (Graduation Romance)",2012,,,,,,,,,,,,,"Cidade Baixa",2005-05-16
"Reidy A Construcao Da Utopia",2011,,,,,,,,,,,,,"Cidade Baixa",2005-05-16
"Hugo - O Tesouro Da Amazonia",2008,,,,,Dansk,Português,,,da,pt,,,"Jungledyret Hugo 3: Fræk, flabet og fri",2007-12-21
"A Mulher Invisível (Invisible Woman)",2009,Brazil,,,,Português,,,,pt,,,,"A Mulher Invisível",2009-06-05
"Quebradeiras",2011,,,,,,,,,,,,,"A Mulher Invisível",2009-06-05
"Bela Noite Para Voar",2009,Brazil,,,,Português,,,,pt,,,,"Bela Noite Para Voar",2005-08-05
"Onde Está a Felicidade?",2011,,,,,,,,,,,,,"Bela Noite Para Voar",2005-08-05
"Gonzaga - De pai para filho",2012,,,,,,,,,,,,,"Bela Noite Para Voar",2005-08-05
"A Fronteira Da Alvorada",2008,France,,,,Français,,,,fr,,,,"La frontière de l'aube",2008-05-22
"Serras da desordem",2008,,,,,,,,,,,,,"Serras da Desordem",2006-03-28
"Os Penetras (Party Crashers)",2012,,,,,Português,English,,,pt,en,,,"Os Penetras",2012-11-30
"Cidade de Dues (City of God)",2004,,,,,,,,,,,,,"Os Penetras",2012-11-30
"Félix et Lola",2009,,,,,Français,,,,fr,,,,"Félix et Lola",2001-11-03
"Chega de Saudade",2008,Brazil,,,,,,,,,,,,"Chega de Saudade",2007-11-25
"Bashing",2008,Japan,,,,日本語,,,,ja,,,,"Bashing",2005-05-12
"Totalmente Inocentes",2012,,,,,,,,,,,,,"Totalmente Inocentes",2012-09-07
"Vou Rifar meu Coração",2012,Brazil,,,,Português,,,,pt,,,,"Vou Rifar Meu Coração",2012-08-03
"O Demoninho De Olhos Pretos",2008,,,,,,,,,,,,,"Vou Rifar Meu Coração",2012-08-03
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2012,Brazil,,,,Português,,,,pt,,,,"Vou Rifar Meu Coração",2012-08-03
"Condor",2008,,,,,,,,,,,,,"Condor",1986-08-10
"A Musica Segundo Tom Jobim (The Music According Tom Jobim)",2012,,,,,,,,,,,,,"A música segundo Tom Jobim",2012-05-20
"2 Coelhos",2012,Brazil,,,,Português,,,,pt,,,,"2 Coelhos",2012-01-20
"Qualquer Gato Vira-Lata",2011,Brazil,,,,Português,,,,pt,,,,"Qualquer Gato Vira-Lata",2011-06-10
"Os Desafinados",2008,Brazil,United States of America,,,Português,,,,pt,,,,"Os desafinados",2008-08-29
"Nome Próprio",2008,,,,,,,,,,,,,"Camila Jam",2008-07-18
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Camila Jam",2008-07-18
"Tropa de Elite 2 - O Inimigo Agora É Outro (Elite Squad 2)",2011,Brazil,,,,Português,,,,pt,,,,"Camila Jam",2008-07-18
"Cleópatra",2008,,,,,,,,,,,,,"Camila Jam",2008-07-18
"Mamonas - The Documentary",2011,,,,,,,,,,,,,"Camila Jam",2008-07-18
"Onde O Coruja Dorme",2012,,,,,,,,,,,,,"Camila Jam",2008-07-18
"Simonal - Ninguém sabe o duro que dei (Simonal - Nobody knows how hard I've worked)",2009,,,,,,,,,,,,,"Simonal - Ninguém Sabe o Duro que Dei",2009-01-01
"Disparos",2012,,,,,,,,,,,,,"Disparos",2012-11-09
"Contratempo",2009,,,,,,,,,,,,,"Disparos",2012-11-09
"Le vendeur",2012,,,,,Français,,,,fr,,,,"Le Vendeur",2011-11-10
"Our Lady of Apareceda",2010,,,,,,,,,,,,,"Le Vendeur",2011-11-10
"Terra Vermelha",2008,,,,,,,,,,,,,"Le Vendeur",2011-11-10
"A Mulher do meu Amigo",2008,Brazil,,,,Português,,,,pt,,,,"A Mulher do Meu Amigo",2008-11-21
"Salve Geral",2009,Brazil,,,,Português,,,,pt,,,,"Salve Geral",2009-10-03
"Paraísos artificiales",2012,Mexico,,,,Español,,,,es,,,,"Paraísos artificiales",2011-02-01
"Sagrado Segredo",2012,,,,,,,,,,,,,"Paraísos artificiales",2011-02-01
"Deserto Feliz",2008,,,,,,,,,,,,,"Paraísos artificiales",2011-02-01
"Meu Nome Não é Johnny",2008,Brazil,,,,Português,,,,pt,,,,"Meu Nome Não É Johnny",2008-01-04
"Amor? Love?",2011,United States of America,,,,English,,,,en,,,,"Say Anything...",1989-04-14
"Nosso Lar",2010,Brazil,,,,Português,,,,pt,,,,"Astral City: A Spiritual Journey",2010-09-03
"Alo Alo Terezinha (Hello Hello, Terezinha)",2009,,,,,,,,,,,,,"Alô, Alô, Terezinha",2009-10-29
"Dino Cazzola",2012,,,,,,,,,,,,,"Alô, Alô, Terezinha",2009-10-29
"Dois Em Um",2009,,,,,,,,,,,,,"Alô, Alô, Terezinha",2009-10-29
"Outlaw (2010)",2010,,,,,,,,,,,,,"The Outlaw",
"A Novela das 8",2012,,,,,,,,,,,,,"A Novela das 8",2012-03-30
"Foo Fighters: Back and Forth",2011,,,,,,,,,,,,,"Foo Fighters: Back and Forth",2011-04-05
"Personal Che",2008,,,,,,,,,,,,,"Foo Fighters: Back and Forth",2011-04-05
"Construção",2012,,,,,,,,,,,,,"Foo Fighters: Back and Forth",2011-04-05
"Família Vende Tudo",2011,,,,,,,,,,,,,"Família Vende Tudo",2011-09-30
"Onde Andará Dulce Veiga?",2008,,,,,,,,,,,,,"Família Vende Tudo",2011-09-30
"The Two Deaths of Quincas Wateryell",2010,,,,,,,,,,,,,"Família Vende Tudo",2011-09-30
"Romance (2008)",2008,,,,,,,,,,,,,"Família Vende Tudo",2011-09-30
"Fim da Linha",2008,,,,,,,,,,,,,"Fim da Linha",2008-01-24
"Uma Longa Viagem (A Long Journey)",2012,,,,,,,,,,,,,"Fim da Linha",2008-01-24
"Herbert De Perto (Near Herbert)",2009,,,,,,,,,,,,,"Herbert de Perto",
"Apenas o Fim (Just the End)",2009,,,,,,,,,,,,,"Herbert de Perto",
"É Proibido Fumar",2009,Brazil,,,,Português,,,,pt,,,,"É Proibido Fumar",2009-12-04
"Lucia di Lammermoor",2009,,,,,,,,,,,,,"É Proibido Fumar",2009-12-04
"Muito Alem Do Peso",2012,Brazil,,,,Português,,,,pt,,,,"Muito Além do Peso",2012-09-01
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Muito Além do Peso",2012-09-01
"Vida Sobre Rodas (Life on Wheels)",2010,,,,,,,,,,,,,"Muito Além do Peso",2012-09-01
"Antonio Conselheiro - O Taumaturgo Dos Sertoes (The Miracle Worker From Hinterlands)",2012,,,,,,,,,,,,,"Muito Além do Peso",2012-09-01
"Sao Paulo Companhia De Danca",2012,,,,,,,,,,,,,"Muito Além do Peso",2012-09-01
"Agamenon O Filme",2012,,,,,,,,,,,,,"Muito Além do Peso",2012-09-01
"Desenrola",2011,Brazil,,,,Português,,,,pt,,,,"Desenrola",2011-07-20
"Oliver Sherman",2012,,,,,,,,,,,,,"Oliver Sherman",2011-05-01
"Lower City (Cidade Baixa)",2006,Brazil,,,,Português,Español,English,,pt,es,en,,"Oliver Sherman",2011-05-01
"Xuxa e o Mistério de Feiurinha",2009,,,,,,,,,,,,,"Oliver Sherman",2011-05-01
"Valsa Para Bruno Stein",2008,,,,,,,,,,,,,"Oliver Sherman",2011-05-01
"Patitiva",2009,,,,,,,,,,,,,"Oliver Sherman",2011-05-01
"Entre Lençóis",2008,Brazil,,,,Português,,,,pt,,,,"Entre Lençois",2008-12-05
"O Menino da Porteira",2009,,,,,,,,,,,,,"O Menino da Porteira",2009-03-06
"Paralelo 10",2012,,,,,,,,,,,,,"O Menino da Porteira",2009-03-06
"Xingu",2012,,,,,,,,,,,,,"Xingú",2012-01-01
"Amanhã Nunca Mais",2011,Brazil,,,,Português,,,,pt,,,,"Amanhã Nunca Mais",2011-11-11
"Cara Ou Cora",2012,,,,,,,,,,,,,"Amanhã Nunca Mais",2011-11-11
"Brigada Paraquedista",2008,,,,,,,,,,,,,"Amanhã Nunca Mais",2011-11-11
"O Dragão da Maldade contra o Santo Guerreiro (1969) (Re)",2008,,,,,,,,,,,,,"Amanhã Nunca Mais",2011-11-11
"Se Nada Mais Der Certo (If Nothing Else Goes Right)",2009,Brazil,,,,Português,,,,pt,,,,"Se Nada Mais Der Certo",2008-08-08
"5 x Favela, Now by Ourselves",2010,Brazil,,,,Português,,,,pt,,,,"5x Favela, Agora por Nos Mesmos",2010-08-25
"Area Q.",2012,Brazil,,,,Português,,,,pt,,,,"Area Q",2012-04-13
"Olho De Boi (Ox Eye)",2008,,,,,,,,,,,,,"Area Q",2012-04-13
"Broder (Brother)",2011,,,,,,,,,,,,,"Area Q",2012-04-13
"Os Famosos e os Duendes da Morte (The Famous and the Dead)",2010,,,,,,,,,,,,,"Area Q",2012-04-13
"De Pernas pro Ar 2",2012,Brazil,United States of America,,,Português,,,,pt,,,,"De Pernas Pro Ar 2",2012-12-28
"Late Bloomer (2011)",2011,,,,,,,,,,,,,"De Pernas Pro Ar 2",2012-12-28
"A Guerra dos Rocha",2008,Brazil,,,,Português,,,,pt,,,,"A Guerra dos Rocha",2008-01-01
"Andarilho",2008,Brazil,,,,Português,,,,pt,,,,"Andarilho",2007-06-30
"Mãe e Filha",2012,,,,,,,,,,,,,"Andarilho",2007-06-30
"A Serbian Film",2011,Serbia and Montenegro,,,,Srpski,,,,sr,,,,"Srpski film",2010-06-16
"Novo Seculo Americano",2009,,,,,,,,,,,,,"Srpski film",2010-06-16
"Samba Canção",2008,,,,,,,,,,,,,"Srpski film",2010-06-16
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Srpski film",2010-06-16
"Era Uma Vez Eu, Verônica",2012,Brazil,France,,,Português,,,,pt,,,,"Era uma vez eu, Verônica",2012-09-09
"Polaróides Urbanas",2008,,,,,,,,,,,,,"Polaróides Urbanas",2008-02-29
"Luz nas trevas - a volta do bandido da Luz Vermelh",2012,,,,,,,,,,,,,"Polaróides Urbanas",2008-02-29
"A Suprema Felicidade",2010,Brazil,,,,Português,,,,pt,,,,"A Suprema Felicidade",2010-10-29
"Linha de Montagem (1982) (Re)",2008,,,,,,,,,,,,,"A Suprema Felicidade",2010-10-29
"Embarque Imediato",2009,,,,,,,,,,,,,"Embarque imediato",2009-12-11
"Vale Dos Esquecidos",2012,,,,,,,,,,,,,"Vale dos Esquecidos",2012-04-20
"Veronica",2009,United States of America,,,,English,,,,en,,,,"Veronica",2013-01-25
"Cidade de Dues (City of God)",2003,,,,,,,,,,,,,"Veronica",2013-01-25
"Como Esquecer",2010,Brazil,,,,Português,,,,pt,,,,"Como Esquecer",2010-10-15
"Obarnata elha (Christmas Tree Upside Down)",2006,,,,,,,,,,,,,"Como Esquecer",2010-10-15
"The Island (2011)",2011,,,,,,,,,,,,,"Como Esquecer",2010-10-15
"Lora From Morning Till Evening",2011,,,,,български език,English,,,bg,en,,,"Лора от сутрин до вечер",2011-06-03
"Nyócker! (The District)",2006,Hungary,,,,English,Magyar,,,en,hu,,,"Nyócker!",2004-01-01
"Hindemidth",2008,,,,,,,,,,,,,"Nyócker!",2004-01-01
"Stapki v pyasaka (Footsteps in the Sand)",2011,,,,,,,,,,,,,"Nyócker!",2004-01-01
"Vreme za jeni",2007,,,,,,,,,,,,,"Nyócker!",2004-01-01
"Jigsaw Puzzle",2012,,,,,,,,,,,,,"Nyócker!",2004-01-01
"Operation Shmenti Capelli",2011,Bulgaria,,,,български език,,,,bg,,,,"Операция Шменти капели",2011-10-06
"Investigation",2006,,,,,,,,,,,,,"Razsledvane",2006-09-02
"Freaky Day",2005,,,,,,,,,,,,,"Razsledvane",2006-09-02
"Sbogom, mamo",2011,,,,,,,,,,,,,"Razsledvane",2006-09-02
"Home",2009,United Kingdom,,,,English,,,,en,,,,"Home",2009-06-05
"Sparrows In Oktober",2007,,,,,,,,,,,,,"Home",2009-06-05
"La Mujer mas fea del mundo (The Ugliest Woman on Earth)",2002,Spain,,,,Español,,,,es,,,,"La mujer más fea del mundo",1999-11-05
"Le Plaisir et ses Petits...",2002,France,Italy,Luxembourg,,Français,,,,fr,,,,"Le plaisir (et ses petits tracas)",1998-08-04
"Tilt",2011,United States of America,,,,English,,,,en,,,,"Tilt",1979-04-01
"Children of Wax",2007,,,,,,,,,,,,,"Children of Wax",2005-09-28
"Zad Kadar",2012,,,,,,,,,,,,,"Children of Wax",2005-09-28
"Tiger Brigades",2006,France,,,,Français,Pусский,,,fr,ru,,,"Les Brigades du Tigre",2006-04-14
"The Prince and the Pauper",2006,United States of America,,,,English,Deutsch,,,en,de,,,"The Prince and the Pauper",1937-05-08
"Georgi i peperudite (Georgi and the Butterflies)",2005,,,,,,,,,,,,,"The Prince and the Pauper",1937-05-08
"HDSP",2010,Bulgaria,,,,български език,,,,bg,,,,"HDSP: Лов на дребни хищници",2010-09-17
"Bal-Can-Can",2006,Italy,Macedonia,United Kingdom,,shqip,,български език,Hrvatski,sq,mk,bg,hr,"Bal-Can-Can",2005-12-12
"The Wedding (2008)",2008,,,,,,,,,,,,,"Bal-Can-Can",2005-12-12
"Maimuni prez zimata",2007,,,,,,,,,,,,,"Bal-Can-Can",2005-12-12
"Time for Sentiments",2005,,,,,,,,,,,,,"Bal-Can-Can",2005-12-12
"Dead Awake",2011,Canada,,,,English,Polski,,,en,pl,,,"Dead Awake",2001-11-06
"Mila ot Mars",2005,,,,,,,,,,,,,"Dead Awake",2001-11-06
"Les Gaous",2006,France,,,,Français,,,,fr,,,,"Les Gaous",2003-11-30
"Fly by Rossinant",2007,,,,,,,,,,,,,"Letete s Rossinant",2007-02-22
"Stoichkov",2012,,,,,,,,,,,,,"Stoichkov",2012-10-14
"Shivachki",2007,,,,,,,,,,,,,"Stoichkov",2012-10-14
"Leydi Zi",2005,,,,,,,,,,,,,"Stoichkov",2012-10-14
"Edinstvenata lyubovna istoriya, koyato Hemingway ne opisa (A Farewell to Hemingway)",2009,,,,,,,,,,,,,"Stoichkov",2012-10-14
"A dnes nakade (Which Way Today)",2008,,,,,,,,,,,,,"Stoichkov",2012-10-14
"Kozelat",2009,,,,,,,,,,,,,"Stoichkov",2012-10-14
"Otkradnati ochi (Stolen Eyes)",2005,,,,,,,,,,,,,"Stoichkov",2012-10-14
"Iztochni Piesi",2009,,,,,,,,,,,,,"Iztochni Piesi",2009-10-16
"Pas de repos pour les braves",2005,France,Austria,,,Français,,,,fr,,,,"Pas de repos pour les brâves",2003-11-12
"The Foreigner",2012,United States of America,,,,English,,,,en,,,,"The Foreigner",1978-01-01
"When I Grow Up I'll Be a Kangaroo",2006,Serbia and Montenegro,,,,Srpski,,,,sr,,,,"Kad Porastem Biću Kengur",2004-03-25
"Pistol, Suitcase And Three Stinking Barrels",2012,,,,,,,,,,,,,"Kad Porastem Biću Kengur",2004-03-25
"Kecove (Sneakers)",2011,Bulgaria,,,,български език,,,,bg,,,,"Kecove",2011-06-26
"Forecast",2009,,,,,,,,,,,,,"Flatspot presents: Forecast",
"Podslon",2011,,,,,,,,,,,,,"Podslon",2011-04-27
"Love.net",2011,Bulgaria,,,,български език,,,,bg,,,,"Love.net",2011-04-01
